unit_type,unit_id,unit_name,basin,sub_basin,area_sqkm,state,district,forecast_issue_date,cycle_utc,forecast_issue_time_utc,valid_start_utc,valid_end_utc,valid_date,rain_forecast_daily_mm,rain_gfs_24h_mm,bias_factor,rain_gfs_bc_24h_mm,gfs_cal_factor,gfs_cal_threshold_mm,gfs_cal_samples,rain_gfs_cal_24h_mm,rain_icon_24h_mm,imd_observed_mm,observed_status,error_gfs_raw_mm,abs_error_gfs_raw_mm,pct_error_gfs_raw,updated_at_utc
district,Gujarat||Amreli,Amreli,,,,Gujarat,Amreli,20260703,06,2026-07-03 06:00:00,2026-07-03 06:00:00,2026-07-04 06:00:00,20260704,3.5511,3.5511,0.7251,2.5751,2.1741,12.0000,8,3.5511,0.0000,3.7526,MATCHED,-0.20150000000000023,0.20150000000000023,-5.369610403453612,2026-07-03 12:56:55
district,Gujarat||Amreli,Amreli,,,,Gujarat,Amreli,20260703,12,2026-07-03 12:00:00,2026-07-03 12:00:00,2026-07-04 12:00:00,20260704,19.9716,19.9716,0.3000,5.9915,2.1741,12.0000,8,43.4209,0.0000,3.7526,MATCHED,16.218999999999998,16.218999999999998,432.20700314448635,2026-07-03 17:42:45
district,Gujarat||Amreli,Amreli,,,,Gujarat,Amreli,20260703,18,2026-07-03 18:00:00,2026-07-03 18:00:00,2026-07-04 18:00:00,20260704,14.6023,14.6023,0.3000,4.3807,2.1741,12.0000,8,31.7473,0.0000,3.7526,MATCHED,10.849699999999999,10.849699999999999,289.12487342109466,2026-07-03 23:48:44
district,Punjab||Amritsar,Amritsar,,,,Punjab,Amritsar,20260703,06,2026-07-03 06:00:00,2026-07-03 06:00:00,2026-07-04 06:00:00,20260704,0.1250,0.1250,3.0000,0.3750,1.0000,12.0000,0,0.1250,0.0000,0.0000,MATCHED,0.125,0.125,,2026-07-03 12:56:55
district,Punjab||Amritsar,Amritsar,,,,Punjab,Amritsar,20260703,12,2026-07-03 12:00:00,2026-07-03 12:00:00,2026-07-04 12:00:00,20260704,0.0179,0.0179,1.0000,0.0179,1.0000,12.0000,0,0.0179,0.0000,0.0000,MATCHED,0.0179,0.0179,,2026-07-03 17:42:45
district,Punjab||Amritsar,Amritsar,,,,Punjab,Amritsar,20260703,18,2026-07-03 18:00:00,2026-07-03 18:00:00,2026-07-04 18:00:00,20260704,0.2143,0.2143,3.0000,0.6429,1.0000,12.0000,0,0.2143,0.0000,0.0000,MATCHED,0.2143,0.2143,,2026-07-03 23:48:44
district,Gujarat||Anand,Anand,,,,Gujarat,Anand,20260703,06,2026-07-03 06:00:00,2026-07-03 06:00:00,2026-07-04 06:00:00,20260704,10.3250,10.3250,0.3000,3.0975,0.4670,12.0000,8,10.3250,0.0000,35.0830,MATCHED,-24.758,24.758,-70.56979163697518,2026-07-03 12:56:55
district,Gujarat||Anand,Anand,,,,Gujarat,Anand,20260703,12,2026-07-03 12:00:00,2026-07-03 12:00:00,2026-07-04 12:00:00,20260704,33.3625,33.3625,0.3000,10.0087,0.4670,12.0000,8,15.5794,0.0000,35.0830,MATCHED,-1.7205000000000013,1.7205000000000013,-4.90408459937862,2026-07-03 17:42:45
district,Gujarat||Anand,Anand,,,,Gujarat,Anand,20260703,18,2026-07-03 18:00:00,2026-07-03 18:00:00,2026-07-04 18:00:00,20260704,17.5625,17.5625,0.3000,5.2687,0.4670,12.0000,8,8.2012,0.0000,35.0830,MATCHED,-17.5205,17.5205,-49.94014194909215,2026-07-03 23:48:44
district,Andhra Pradesh||Anantapur,Anantapur,,,,Andhra Pradesh,Anantapur,20260703,06,2026-07-03 06:00:00,2026-07-03 06:00:00,2026-07-04 06:00:00,20260704,0.0602,0.0602,1.0000,0.0602,1.0000,12.0000,0,0.0602,0.0000,0.2346,MATCHED,-0.1744,0.1744,-74.33930093776641,2026-07-03 12:56:55
district,Andhra Pradesh||Anantapur,Anantapur,,,,Andhra Pradesh,Anantapur,20260703,12,2026-07-03 12:00:00,2026-07-03 12:00:00,2026-07-04 12:00:00,20260704,0.2361,0.2361,3.0000,0.7083,1.0000,12.0000,0,0.2361,0.0000,0.2346,MATCHED,0.0015000000000000013,0.0015000000000000013,0.6393861892583126,2026-07-03 17:42:45
district,Andhra Pradesh||Anantapur,Anantapur,,,,Andhra Pradesh,Anantapur,20260703,18,2026-07-03 18:00:00,2026-07-03 18:00:00,2026-07-04 18:00:00,20260704,0.1667,0.1667,3.0000,0.5000,1.0000,12.0000,0,0.1667,0.0000,0.2346,MATCHED,-0.06790000000000002,0.06790000000000002,-28.942881500426264,2026-07-03 23:48:44
district,Jammu and Kashmir||Anantnag (Kashmir South),Anantnag (Kashmir South),,,,Jammu and Kashmir,Anantnag (Kashmir South),20260703,06,2026-07-03 06:00:00,2026-07-03 06:00:00,2026-07-04 06:00:00,20260704,4.9375,4.9375,0.5517,2.7243,1.0000,12.0000,0,4.9375,0.0000,0.4915,MATCHED,4.446,4.446,904.5778229908443,2026-07-03 12:56:55
district,Jammu and Kashmir||Anantnag (Kashmir South),Anantnag (Kashmir South),,,,Jammu and Kashmir,Anantnag (Kashmir South),20260703,12,2026-07-03 12:00:00,2026-07-03 12:00:00,2026-07-04 12:00:00,20260704,2.3661,2.3661,1.1514,2.7243,1.0000,12.0000,0,2.3661,0.0000,0.4915,MATCHED,1.8745999999999998,1.8745999999999998,381.4038657171922,2026-07-03 17:42:45
district,Jammu and Kashmir||Anantnag (Kashmir South),Anantnag (Kashmir South),,,,Jammu and Kashmir,Anantnag (Kashmir South),20260703,18,2026-07-03 18:00:00,2026-07-03 18:00:00,2026-07-04 18:00:00,20260704,2.0000,2.0000,1.3621,2.7243,1.0000,12.0000,0,2.0000,0.0000,0.4915,MATCHED,1.5085,1.5085,306.9175991861648,2026-07-03 23:48:44
district,Andaman and Nicobar||Andaman Islands,Andaman Islands,,,,Andaman and Nicobar,Andaman Islands,20260703,06,2026-07-03 06:00:00,2026-07-03 06:00:00,2026-07-04 06:00:00,20260704,16.3542,16.3542,,,1.0000,12.0000,0,16.3542,0.0000,,UNAVAILABLE,,,,2026-07-03 12:56:55
district,Andaman and Nicobar||Andaman Islands,Andaman Islands,,,,Andaman and Nicobar,Andaman Islands,20260703,12,2026-07-03 12:00:00,2026-07-03 12:00:00,2026-07-04 12:00:00,20260704,9.4861,9.4861,,,1.0000,12.0000,0,9.4861,0.0000,,UNAVAILABLE,,,,2026-07-03 17:42:45
district,Andaman and Nicobar||Andaman Islands,Andaman Islands,,,,Andaman and Nicobar,Andaman Islands,20260703,18,2026-07-03 18:00:00,2026-07-03 18:00:00,2026-07-04 18:00:00,20260704,16.3264,16.3264,,,1.0000,12.0000,0,16.3264,0.0000,,UNAVAILABLE,,,,2026-07-03 23:48:44
district,Orissa||Angul,Angul,,,,Orissa,Angul,20260703,06,2026-07-03 06:00:00,2026-07-03 06:00:00,2026-07-04 06:00:00,20260704,15.6944,15.6944,0.3000,4.7083,1.2830,12.0000,11,20.1359,0.0000,16.1412,MATCHED,-0.4468000000000014,0.4468000000000014,-2.7680717666592405,2026-07-03 12:56:55
district,Orissa||Angul,Angul,,,,Orissa,Angul,20260703,12,2026-07-03 12:00:00,2026-07-03 12:00:00,2026-07-04 12:00:00,20260704,12.4028,12.4028,0.3379,4.1913,1.2830,12.0000,11,15.9127,0.0000,16.1412,MATCHED,-3.738400000000002,3.738400000000002,-23.160607637598208,2026-07-03 17:42:45
district,Orissa||Angul,Angul,,,,Orissa,Angul,20260703,18,2026-07-03 18:00:00,2026-07-03 18:00:00,2026-07-04 18:00:00,20260704,13.6389,13.6389,0.3073,4.1913,1.2830,12.0000,11,17.4986,0.0000,16.1412,MATCHED,-2.5023000000000017,2.5023000000000017,-15.502564865065803,2026-07-03 23:48:44
district,Madhya Pradesh||Anuppur,Anuppur,,,,Madhya Pradesh,Anuppur,20260703,06,2026-07-03 06:00:00,2026-07-03 06:00:00,2026-07-04 06:00:00,20260704,5.4688,5.4688,0.6107,3.3399,1.7956,12.0000,2,5.4688,0.0000,6.0718,MATCHED,-0.6029999999999998,0.6029999999999998,-9.931157152738889,2026-07-03 12:56:55
district,Madhya Pradesh||Anuppur,Anuppur,,,,Madhya Pradesh,Anuppur,20260703,12,2026-07-03 12:00:00,2026-07-03 12:00:00,2026-07-04 12:00:00,20260704,1.8750,1.8750,1.7813,3.3399,1.7956,12.0000,2,1.8750,0.0000,6.0718,MATCHED,-4.1968,4.1968,-69.11953621660793,2026-07-03 17:42:45
district,Madhya Pradesh||Anuppur,Anuppur,,,,Madhya Pradesh,Anuppur,20260703,18,2026-07-03 18:00:00,2026-07-03 18:00:00,2026-07-04 18:00:00,20260704,4.2188,4.2188,0.7917,3.3399,1.7956,12.0000,2,4.2188,0.0000,6.0718,MATCHED,-1.8529999999999998,1.8529999999999998,-30.518133008333603,2026-07-03 23:48:44
